City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,flying fish cove,-10.4217,105.6791,23.82,83,61,2.57,CX,1702317869
292,tungipara,22.9,89.9167,16.92,55,0,2.28,BD,1702317869
293,bestobe,52.4994,73.0975,-26.28,94,99,6.65,KZ,1702317869
294,pangai,-19.8,-174.35,25.06,65,40,2.57,TO,1702317870
295,pipar,26.3856,73.5378,16.71,23,3,2.31,IN,1702317870
296,ruteng,-8.6136,120.4721,17.32,95,100,1.52,ID,1702317870
297,laguna,38.421,-121.4238,13.38,77,0,1.54,US,1702317870
298,kingscliff,-28.2667,153.5667,21.54,88,64,0.0,AU,1702317871
299,bikenibeu village,1.3673,173.1241,25.98,94,75,0.51,KI,1702317873
300,ulsteinvik,62.3432,5.8487,0.97,83,16,0.89,NO,1702317873
301,luderitz,-26.6481,15.1594,16.59,82,0,12.81,NA,1702317874
302,gorontalo,0.5412,123.0595,23.83,95,69,1.72,ID,1702317874
303,ola,59.5833,151.2833,-7.49,94,100,4.95,RU,1702317874
304,sovetskaya gavan',48.9723,140.2878,-21.61,77,1,4.45,RU,1702317874
305,zhezqazghan,47.7833,67.7667,-22.72,70,73,9.03,KZ,1702317655
306,kayangel,8.0823,134.7173,28.26,77,11,7.09,PW,1702317875
307,dawesville,30.9224,-84.0091,13.71,50,0,2.57,US,1702317875
308,mahmutlar,36.949,36.1923,14.21,84,66,2.43,TR,1702317876
309,taro,-8.3862,115.28,23.0,78,56,1.41,ID,1702317876
310,nemuro,43.3236,145.575,1.81,58,81,3.9,JP,1702317676
311,sevsk,52.1491,34.4926,-2.15,96,100,5.14,RU,1702317876
312,touros,-5.1989,-35.4608,29.46,60,8,6.5,BR,1702317877
313,apatity,67.5641,33.4031,-17.09,99,97,4.76,RU,1702317877
314,malango,-2.9627,119.9001,21.08,99,100,1.63,ID,1702317877
315,moroni,-11.7022,43.2551,27.26,80,76,1.22,KM,1702317877
316,princeville,45.7668,-61.2985,16.53,91,100,7.72,CA,1702317446
317,mugia,43.1041,-9.2179,17.73,90,100,14.08,ES,1702317878
318,marsh harbour,26.5412,-77.0636,24.37,77,98,7.03,BS,1702317600
319,ad dawadimi,24.5077,44.3924,15.64,21,67,4.62,SA,1702317878
320,belmonte,-15.8631,-38.8828,29.95,55,73,3.63,BR,1702317878
321,alofi,-19.0595,-169.9187,24.94,100,99,3.6,NU,1702317879
322,labytnangi,66.6572,66.4183,-27.25,100,100,3.26,RU,1702317879
323,ghadamis,30.1337,9.5007,14.83,38,0,2.8,LY,1702317879
324,lompoc,34.6391,-120.4579,21.55,56,0,4.02,US,1702317879
325,shakhtersk,48.0625,38.5167,0.86,97,100,7.23,UA,1702317879
326,penrith,54.6658,-2.7576,6.3,93,22,2.09,GB,1702317880
327,nanao,37.05,136.9667,10.74,95,100,3.76,JP,1702317880
328,benguela,-12.5763,13.4055,26.48,79,82,1.97,AO,1702317880
329,cassilandia,-19.1133,-51.7342,37.36,29,100,1.35,BR,1702317880
330,cafayate,-26.073,-65.9761,28.93,39,3,5.49,AR,1702317881
331,kokkola,63.8385,23.1307,-7.91,86,100,2.06,FI,1702317881
332,mburucuya,-28.0454,-58.2245,30.77,43,0,4.48,AR,1702317881
333,mejit,10.2753,170.8646,27.02,70,84,9.14,MH,1702317881
334,derbent,42.0678,48.2899,6.46,81,100,9.17,RU,1702317881
335,kertih,4.5141,103.4483,25.01,100,91,0.0,MY,1702317881
336,ormara,25.2088,64.6357,24.23,29,22,3.99,PK,1702317882
337,vila franca do campo,37.7167,-25.4333,18.27,99,17,3.98,PT,1702317882
338,hanceville,34.0607,-86.7675,8.62,41,3,3.04,US,1702317606
339,pullman,46.7313,-117.1796,4.13,96,100,3.09,US,1702317322
340,meizhou,24.2977,116.1072,23.02,78,100,2.12,CN,1702317883
341,san francisco telixtlahuaca,17.3,-96.9,17.64,67,97,2.6,MX,1702317883
342,mizdah,31.4451,12.9801,13.21,52,0,3.54,LY,1702317883
343,grand falls-windsor,48.9332,-55.6649,13.06,88,100,3.13,CA,1702317883
344,wad az zaki,14.4619,32.2065,27.96,10,100,4.31,SD,1702317883
345,manaure,11.7751,-72.4445,28.24,71,2,8.14,CO,1702317883
346,lewistown,40.5992,-77.5714,5.08,77,100,7.72,US,1702317883
347,yeed,4.55,43.0333,30.67,39,93,3.37,SO,1702317884
348,dolbeau-mistassini,48.8763,-72.212,-3.64,83,100,5.64,CA,1702317884
349,zaozersk,69.4005,32.4476,-13.91,88,68,6.77,RU,1702317884
350,campo gallo,-26.5833,-62.85,36.22,24,3,5.89,AR,1702317884
351,svetlyy,54.675,20.1347,1.03,99,100,1.69,RU,1702317884
352,kirov,58.5966,49.6601,-19.67,88,99,4.92,RU,1702317884
353,greymouth,-42.4667,171.2,12.4,89,100,6.72,NZ,1702317884
354,kosh-agach,50.0,88.6667,-27.05,90,100,0.45,RU,1702317885
355,faya-largeau,17.9257,19.1043,20.37,29,0,6.35,TD,1702317885
356,puerto baquerizo moreno,-0.9,-89.6,27.55,74,75,6.69,EC,1702317809
357,codrington,-38.2667,141.9667,15.6,92,100,3.64,AU,1702317885
358,tinogasta,-28.0632,-67.5649,34.23,22,18,5.07,AR,1702317885
359,centenario,-38.8043,-68.14,29.86,25,0,7.2,AR,1702317647
360,rundu,-17.9333,19.7667,26.96,38,98,2.18,NA,1702317886
361,eirunepe,-6.6603,-69.8736,31.28,62,68,1.12,BR,1702317886
362,georgiyevka,43.0369,74.7114,-7.98,93,100,3.0,KZ,1702317886
363,naryn,41.4287,75.9911,-7.19,82,97,2.11,KG,1702317608
364,mahina,-17.5065,-149.489,27.87,74,20,2.06,PF,1702317886
365,souillac,-20.5167,57.5167,26.21,78,40,2.06,MU,1702317886
366,sabzevar,36.2126,57.6819,9.0,64,29,1.83,IR,1702317886
367,chichimila,20.6167,-88.2167,26.37,57,99,3.16,MX,1702317887
368,holualoa,19.6228,-155.9522,23.91,79,40,1.54,US,1702317887
369,zelenoborskiy,66.845,32.3622,-17.97,99,81,1.16,RU,1702317887
370,mili,6.0815,171.735,27.68,81,91,9.47,MH,1702317887
371,remire-montjoly,4.9167,-52.2667,32.02,62,20,6.17,GF,1702317883
372,alo,7.4178,6.7371,29.43,41,12,1.23,NG,1702317887
373,lev tolstoy,53.2134,39.446,-6.77,94,100,8.07,RU,1702317887
374,bogande,12.9714,-0.1436,26.9,14,11,4.17,BF,1702317888
375,chonchi,-42.6128,-73.8092,15.62,98,100,0.82,CL,1702317888
376,mount pearl,47.5166,-52.7813,10.41,94,100,9.77,CA,1702317888
377,mungyeong,36.5946,128.1995,9.65,82,100,2.13,KR,1702317888
378,san patricio,28.017,-97.5169,18.94,22,72,2.71,US,1702317888
379,raton,36.9034,-104.4391,5.34,26,0,3.09,US,1702317888
380,teknaf,20.8624,92.3058,16.91,83,5,2.19,BD,1702317888
381,verkhov'ye,52.8119,37.2425,-5.39,95,100,6.61,RU,1702317889
382,nogliki,51.8333,143.1667,-19.81,86,36,5.81,RU,1702317889
383,chitungwiza,-18.0127,31.0756,26.92,56,54,2.8,ZW,1702317889
384,havre,49.5833,0.3333,11.3,87,75,4.12,FR,1702317889
385,nadym,65.5333,72.5167,-26.95,89,100,5.65,RU,1702317851
386,monterrey,25.6667,-100.3167,22.64,46,100,8.94,MX,1702317855
387,stornoway,58.2093,-6.3865,5.98,85,20,3.6,GB,1702317889
388,los alamos,35.8881,-106.307,7.57,42,0,0.45,US,1702317889
389,suances,43.4334,-4.0434,17.21,77,0,1.54,ES,1702317890
390,portland,45.5234,-122.6762,10.6,95,100,1.79,US,1702317332
391,chepen,-7.2167,-79.45,27.09,55,7,5.78,PE,1702317890
392,hammerfest,70.6634,23.6821,-1.75,93,75,2.57,NO,1702317890
393,fort st. john,56.2499,-120.8529,-8.06,79,75,3.6,CA,1702317890
394,sao jose da coroa grande,-8.8978,-35.1478,28.9,60,19,4.87,BR,1702317890
395,manay,7.215,126.5397,24.16,82,69,2.91,PH,1702317891
396,porto novo,6.4965,2.6036,29.9,73,50,3.69,BJ,1702317891
397,la tuque,47.4334,-72.7824,-2.86,93,100,3.6,CA,1702317747
398,metro,-5.1131,105.3067,24.66,90,77,3.12,ID,1702317891
399,college,64.8569,-147.8028,-9.01,86,100,1.54,US,1702317602
400,kalmunai,7.4167,81.8167,25.43,89,98,2.93,LK,1702317891
401,kyenjojo,0.6328,30.6214,17.72,89,73,0.57,UG,1702317891
402,weno,7.4515,151.8468,25.97,94,100,2.06,FM,1702317891
403,grassau,47.7833,12.45,7.73,87,93,5.0,DE,1702317891
404,mata-utu,-13.2816,-176.1745,27.5,78,100,5.26,WF,1702317683
405,kargat,55.1956,80.2811,-28.53,92,7,5.87,RU,1702317892
406,north platte,41.1239,-100.7654,9.58,51,0,3.13,US,1702317874
407,rumbek,6.802,29.6912,32.09,25,65,2.17,SS,1702317892
408,san julian,21.0167,-102.1667,10.5,72,100,3.18,MX,1702317892
409,colby,39.3958,-101.0524,11.11,38,0,4.63,US,1702317892
410,happy valley-goose bay,53.3168,-60.3315,3.17,81,100,0.0,CA,1702317617
411,isangel,-19.55,169.2667,22.24,71,100,4.93,VU,1702317892
412,north bend,43.4065,-124.2243,12.91,100,100,4.63,US,1702317797
413,dalnegorsk,44.5604,135.5701,-13.0,70,100,3.13,RU,1702317893
414,kununurra,-15.7667,128.7333,28.99,70,75,0.0,AU,1702317893
415,irituia,-1.7711,-47.4381,31.33,55,98,0.85,BR,1702317893
416,al burayqah,30.4062,19.5739,19.44,71,27,11.69,LY,1702317893
417,benjamin constant,-4.3831,-70.0311,28.07,78,75,0.51,BR,1702317893
418,lamu,-2.2717,40.902,26.59,87,77,4.39,KE,1702317893
419,vila velha,-20.3297,-40.2925,29.97,75,75,5.66,BR,1702317734
420,myeik,12.4333,98.6,26.81,81,20,1.16,MM,1702317894
421,pandan,14.0453,124.1694,27.71,80,58,7.12,PH,1702317894
422,dalbandin,28.8947,64.4101,15.24,23,65,2.29,PK,1702317894
423,ujae,8.9322,165.7642,27.88,78,58,9.39,MH,1702317894
424,obihiro,42.9172,143.2044,-2.56,60,100,0.87,JP,1702317695
425,kavieng,-2.5744,150.7967,27.98,80,99,3.25,PG,1702317894
426,punta arenas,-53.15,-70.9167,12.06,40,75,9.26,CL,1702317623
427,alvarado,18.7667,-95.7667,21.51,69,100,5.64,MX,1702317894
428,east london,-33.0153,27.9116,20.52,88,0,4.12,ZA,1702317894
429,khorinsk,52.1657,109.7726,-31.53,96,28,1.03,RU,1702317895
430,riosucio,5.4216,-75.7032,25.56,48,32,0.11,CO,1702317895
431,leava,-14.3,-178.1667,26.39,63,84,2.87,WF,1702317895
432,torres,-29.3353,-49.7269,25.46,69,78,3.39,BR,1702317652
433,revda,56.801,59.9303,-33.97,100,38,1.5,RU,1702317895
434,nisa,43.7031,7.2661,17.88,78,0,7.72,FR,1702317866
435,puerto palomas,31.7667,-107.6167,9.87,17,69,1.46,MX,1702317895
436,warren,39.4334,-84.1666,3.27,74,100,3.6,US,1702317768
437,akhmim,26.5622,31.745,20.11,34,9,4.11,EG,1702317896
438,agropoli,40.3469,14.9966,15.5,70,60,2.24,IT,1702317896
439,charters towers,-20.1,146.2667,22.72,85,100,6.85,AU,1702317896
440,santa cruz del sur,20.7147,-77.9956,30.76,56,89,0.87,CU,1702317896
441,portoferraio,42.8115,10.3146,15.28,81,27,6.57,IT,1702317896
442,kiboga,0.9161,31.7742,18.71,91,70,1.4,UG,1702317896
443,turtas,58.9417,69.1325,-29.6,99,6,0.86,RU,1702317896
444,klaksvik,62.2266,-6.589,5.51,84,98,4.9,FO,1702317897
445,arar,30.9753,41.0381,18.01,39,0,4.63,SA,1702317897
446,namdrik,5.5994,168.1028,28.13,80,100,7.71,MH,1702317897
447,al khums,32.6486,14.2619,19.73,68,43,8.9,LY,1702317897
448,itamaraca,-7.7478,-34.8256,30.03,50,38,5.56,BR,1702317897
449,machico,32.7,-16.7667,22.78,85,20,2.06,PT,1702317897
450,kamikawa,43.84,142.7711,-7.03,89,92,1.27,JP,1702317897
451,quillacollo,-17.4,-66.2833,24.04,37,75,2.57,BO,1702317898
452,sinaloa de leyva,25.8333,-108.2333,28.28,19,0,1.76,MX,1702317898
453,coahuayana de hidalgo,18.7,-103.6583,33.09,36,85,1.24,MX,1702317898
454,gobabis,-22.45,18.9667,28.71,12,1,6.72,NA,1702317898
455,choyr,46.3611,108.3611,-19.7,97,100,2.27,MN,1702317898
456,vanimo,-2.6741,141.3028,25.95,92,74,3.76,PG,1702317898
457,port hedland,-20.3167,118.5667,23.03,64,0,2.57,AU,1702317898
458,lo prado,-33.4443,-70.7255,31.2,40,0,6.69,CL,1702317817
459,rio gallegos,-51.6226,-69.2181,13.03,50,40,1.03,AR,1702317899
460,butare,-2.5967,29.7394,16.05,96,98,1.42,RW,1702317899
461,saint-philippe,-21.3585,55.7679,24.77,89,79,2.86,RE,1702317899
462,roxas,11.5853,122.7511,24.52,77,82,6.4,PH,1702317899
463,mossel bay,-34.1831,22.146,20.96,75,0,2.32,ZA,1702317899
464,chuzhou,32.3219,118.2978,2.96,77,100,5.09,CN,1702317899
465,kiunga,-6.1219,141.2906,22.98,100,98,1.05,PG,1702317899
466,nizhniy ingash,56.2,96.53,-34.97,100,42,0.73,RU,1702317899
467,kalemie,-5.9475,29.1947,20.63,94,100,0.64,CD,1702317900
468,auki,-8.7676,160.7034,27.28,73,100,1.64,SB,1702317900
469,rosarito,32.3333,-117.0333,20.13,36,100,1.77,MX,1702317615
470,qingdao,36.0986,120.3719,-0.22,80,100,8.0,CN,1702317900
471,alexandria,31.2156,29.9553,16.3,51,0,1.77,EG,1702317900
472,sandpoint,48.2766,-116.5533,2.62,97,100,1.54,US,1702317900
473,prachuap khiri khan,12.2167,99.75,21.32,90,15,1.19,TH,1702317900
474,iquique,-20.2208,-70.1431,22.02,82,74,4.06,CL,1702317673
475,coquimbo,-29.9533,-71.3436,19.85,63,0,8.23,CL,1702317902
476,trincomalee,8.5711,81.2335,26.77,82,79,6.92,LK,1702317902
477,taroa,8.7058,171.2275,27.57,74,99,9.71,MH,1702317902
478,tazacorte,28.629,-17.9293,23.54,61,3,6.69,ES,1702317902
479,ndele,8.4109,20.6473,25.8,19,53,1.88,CF,1702317618
480,aktau,43.65,51.2,-10.68,87,24,8.68,KZ,1702317903
481,sechura,-5.5569,-80.8222,27.4,57,29,6.17,PE,1702317903
482,itatinga,-23.1017,-48.6158,27.95,46,52,2.24,BR,1702317767
483,mohan,26.7833,80.6833,11.97,34,0,1.35,IN,1702317904
484,prince rupert,54.3161,-130.3201,3.83,87,75,7.72,CA,1702317705
485,chimoio,-19.1164,33.4833,28.92,65,75,2.58,MZ,1702317904
486,vilyuysk,63.7553,121.6247,-26.57,97,100,2.62,RU,1702317904
487,freeport,40.6576,-73.5832,7.28,65,100,8.94,US,1702317904
488,graham,47.0529,-122.2943,8.18,95,100,1.79,US,1702317609
489,naama,33.2667,-0.3167,18.63,25,43,0.47,DZ,1702317905
490,francisco beltrao,-26.0811,-53.055,26.98,57,5,1.24,BR,1702317719
491,paita,-5.0892,-81.1144,19.61,94,5,7.64,PE,1702317905
492,sisimiut,66.9395,-53.6735,0.5,78,100,16.35,GL,1702317905
493,conde,-7.2597,-34.9075,29.7,62,40,5.14,BR,1702317905
494,taulaga,-11.0553,-171.0883,28.08,82,100,11.04,AS,1702317905
495,yurimaguas,-5.9,-76.0833,33.09,55,40,2.57,PE,1702317906
496,north madison,38.7678,-85.3966,4.25,71,0,2.24,US,1702317906
497,turmalina,-17.2856,-42.73,35.21,21,33,3.35,BR,1702317906
498,khovd,48.0056,91.6419,-17.3,81,93,0.5,MN,1702317724
499,pego,38.8527,-0.09,19.97,52,69,2.72,ES,1702317906
500,mashhad,36.297,59.6062,7.08,81,40,5.14,IR,1702317906
501,podgornoye,51.735,39.1496,-5.75,93,100,8.0,RU,1702317907
502,guerrero negro,27.9769,-114.0611,20.43,36,97,0.6,MX,1702317907
503,saint-pierre,-21.3393,55.4781,24.82,73,0,5.14,RE,1702317907
504,smithers,54.7804,-127.1743,-3.82,93,100,2.57,CA,1702317862
505,cole harbour,44.6724,-63.4751,15.66,90,100,8.23,CA,1702317907
506,moyynkum,44.2914,72.9469,-10.47,72,99,5.66,KZ,1702317907
507,selkirk,50.1436,-96.8845,-3.84,87,87,2.68,CA,1702317807
508,gowurdak,37.8124,66.0466,9.41,69,96,4.96,TM,1702317908
509,muborak,39.2553,65.1528,-0.6,71,100,8.78,UZ,1702317908
510,flin flon,54.7682,-101.865,-9.09,67,100,8.23,CA,1702317908
511,palikir - national government center,6.9248,158.1611,27.69,78,27,8.68,FM,1702317909
512,celestun,20.8667,-90.4,23.37,66,100,9.12,MX,1702317909
513,kyzyl-mazhalyk,51.1333,90.6,-33.38,97,100,0.45,RU,1702317909
514,santander,43.4647,-3.8044,16.92,75,0,1.54,ES,1702317840
515,severo-yeniseyskiy,60.3725,93.0408,-40.24,100,98,0.45,RU,1702317910
516,adeje,28.1227,-16.726,22.23,72,0,2.57,ES,1702317641
517,gavle,60.6745,17.1417,-0.6,100,100,0.45,SE,1702317910
518,caleta de carquin,-11.0925,-77.6267,23.31,70,13,5.04,PE,1702317910
519,acarau,-2.8856,-40.12,30.9,57,52,8.66,BR,1702317627
520,wagar,16.1525,36.2032,30.61,23,88,2.19,SD,1702317911
521,alaghsas,17.0187,8.0168,23.94,22,0,8.23,NE,1702317912
522,nowshahr,36.649,51.496,13.97,88,75,3.09,IR,1702317913
523,kushiro,42.975,144.3747,-1.23,55,99,1.91,JP,1702317915
524,paracuru,-3.41,-39.0306,28.39,60,60,6.8,BR,1702317915
525,buenaventura,3.8801,-77.0312,28.6,78,70,3.85,CO,1702317915
526,prado,-17.3411,-39.2208,28.29,60,78,6.64,BR,1702317916
527,zhosaly,45.4878,64.0781,-17.53,49,0,9.26,KZ,1702317916
528,coxim,-18.5067,-54.76,37.07,31,64,2.24,BR,1702317916
529,midvagur,62.0511,-7.1939,5.46,93,75,2.06,FO,1702317917
530,houma,29.5958,-90.7195,14.0,41,0,5.14,US,1702317832
531,dunedin,-45.8742,170.5036,9.89,70,84,4.92,NZ,1702317917
532,fada,9.5667,8.3,22.5,26,0,3.47,NG,1702317917
533,okhotsk,59.3833,143.3,-9.47,93,100,8.55,RU,1702317917
534,dryden,49.7833,-92.7503,-6.84,93,100,5.66,CA,1702317674
535,ivanovskoye,44.5795,41.8764,1.54,88,100,7.93,RU,1702317917
536,vangaindrano,-23.35,47.6,24.91,93,79,2.83,MG,1702317918
537,kapit,2.0167,112.9333,22.86,100,87,0.53,MY,1702317918
538,kourou,5.1552,-52.6478,32.03,66,38,4.12,GF,1702317918
539,shimoda,34.6667,138.95,12.28,93,100,2.93,JP,1702317918
540,beyneu,45.3167,55.2,-10.73,35,5,8.77,KZ,1702317918
541,diebougou,10.9667,-3.25,29.96,10,1,1.61,BF,1702317918
542,elkins,38.9259,-79.8467,0.62,90,100,4.63,US,1702317919
543,bayganin,48.6947,55.8742,-20.32,64,2,8.43,KZ,1702317919
544,vallenar,-28.5708,-70.7581,31.95,20,0,4.07,CL,1702317919
545,zagora,30.3484,-5.8365,19.2,34,100,1.7,MA,1702317919
546,black point,-34.6187,137.8972,18.85,89,6,4.75,AU,1702317920
547,askoy,60.4092,5.226,0.42,69,0,1.54,NO,1702317920
548,selfoss,63.9331,-20.9971,-1.64,96,85,1.49,IS,1702317920
549,trondheim,63.4305,10.3951,-0.95,84,42,0.45,NO,1702317761
550,neelankarai,12.9455,80.2575,25.03,88,40,2.06,IN,1702317920
551,pangody,65.85,74.4859,-26.39,89,100,5.43,RU,1702317920
552,nampula,-15.1165,39.2666,30.45,58,20,7.6,MZ,1702317921
553,syktyvkar,61.6764,50.8099,-16.15,77,0,7.15,RU,1702317921
554,fuxin,42.0156,121.6589,-14.28,50,23,3.41,CN,1702317921
555,ramhormoz,31.28,49.6035,19.8,38,83,0.93,IR,1702317921
556,vadso,70.0744,29.7487,-6.91,79,40,6.69,NO,1702317922
557,pocoes,-14.5297,-40.3653,32.91,20,35,4.26,BR,1702317874
558,alagir,43.0422,44.2222,-0.69,90,100,1.08,RU,1702317922
559,smara,26.7384,-11.6719,23.91,16,1,5.34,EH,1702317922
560,haiku-pauwela,20.9219,-156.3051,25.58,88,20,0.0,US,1702317922
561,tsiombe,-25.3,45.4833,26.58,72,89,1.92,MG,1702317922
562,cabo san lucas,22.8909,-109.9124,27.64,64,0,2.28,MX,1702317469
563,jiuquan,39.7432,98.5174,2.54,10,0,2.5,CN,1702317922
564,margate,51.3813,1.3862,9.27,78,24,0.45,GB,1702317792
565,vilyuchinsk,52.9306,158.4028,-4.85,83,34,4.29,RU,1702317923
566,ylitornio,66.3089,23.6773,-18.07,100,99,0.68,FI,1702317923
567,brookings,44.3114,-96.7984,3.0,73,0,5.66,US,1702317923
568,shingu,33.7333,135.9833,17.21,97,100,3.56,JP,1702317923
569,slave lake,55.2834,-114.769,-11.01,73,0,2.57,CA,1702317923
570,colonia menno,-22.3667,-59.8167,35.53,39,21,2.6,PY,1702317924
571,lycksele,64.5954,18.6735,-7.07,93,100,1.03,SE,1702317924
572,novyy urengoy,66.0833,76.6333,-25.47,87,100,4.77,RU,1702317924
573,sao lourenco do oeste,-26.3592,-52.8511,24.89,57,4,1.46,BR,1702317924
574,yermolayevo,52.7167,55.8,-26.96,84,5,3.21,RU,1702317925
575,yantarnyy,54.8717,19.9381,0.92,99,100,2.04,RU,1702317925
576,al jawf,29.5,38.75,19.07,61,100,6.78,SA,1702317925
577,richmond,37.5538,-77.4603,8.39,64,40,7.2,US,1702317805
578,island harbour,50.724,-1.2758,10.82,90,2,0.45,GB,1702317925
579,yasnaya polyana,44.0225,42.7539,1.16,92,100,5.36,RU,1702317925
580,humaita,-7.5061,-63.0208,34.43,48,92,0.41,BR,1702317926
581,moshi,-3.35,37.3333,21.99,82,99,2.57,TZ,1702317926
582,jumla,29.2747,82.1838,0.64,71,49,2.37,NP,1702317926
583,hassi messaoud,31.6804,6.0729,18.92,27,0,2.57,DZ,1702317926
584,inarajan village,13.2736,144.7484,26.54,93,80,5.59,GU,1702317926
585,chazuta,-6.5742,-76.1367,34.47,49,26,1.77,PE,1702317927
